  0.3333333,  0.6666667,  1.5000000,  1.3333333,  1.6666667,  2.0000000,  2.8333333,  4.5000000,  3.8333333,  1.6666667,  0.6666667,  0.8333333,  0.8333333,  0.8333333,  1.1666667,  1.5000000,  1.5000000,  1.1666667,  1.3333333,  1.6666667,  1.8333333,  1.5000000,  1.3333333,  2.8333333,  2.8333333,  1.8333333,  2.3333333,  2.3333333,  1.5000000,  1.8333333,  1.6666667,  1.3333333,  1.1666667,  0.8333333,  0.8333333,  0.6666667,  1.3333333,  2.0000000,  1.6666667,  1.0000000,  2.5000000,  3.0000000,  2.6666667,  3.3333333,  1.8333333,  1.8333333,  3.0000000,  2.8333333,  2.5000000,  3.3333333,268.0000000
  1.3333333,  2.6666667,  3.3333333,  3.0000000,  3.1666667,  2.8333333,  1.6666667,  0.8333333,  1.0000000,  1.8333333,  2.1666667,  1.6666667,  1.0000000,  1.0000000,  1.3333333,  1.0000000,  1.3333333,  1.8333333,  1.1666667,  0.6666667,  1.8333333,  3.3333333,  2.8333333,  2.5000000,  2.5000000,  2.1666667,  2.3333333,  2.5000000,  2.1666667,  1.3333333,  1.6666667,  2.1666667,  1.8333333,  2.8333333,  2.8333333,  1.1666667,  1.1666667,  2.6666667,  2.5000000,  2.5000000,  3.8333333,  3.3333333,  3.0000000,  4.0000000,  4.5000000,  4.3333333,  3.5000000,  3.8333333,  4.8333333, 17.6666667,353.0000000
  1.3333333,  2.1666667,  2.6666667,  2.0000000,  1.8333333,  1.0000000,  0.6666667,  1.1666667,  1.8333333,  2.1666667,  2.6666667,  2.6666667,  2.0000000,  1.0000000,  0.6666667,  1.5000000,  2.5000000,  3.1666667,  2.3333333,  1.8333333,  1.6666667,  1.3333333,  2.0000000,  2.1666667,  1.3333333,  0.8333333,  2.0000000,  2.3333333,  2.5000000,  3.0000000,  2.1666667,  1.1666667,  0.6666667,  0.5000000,  2.1666667,  3.3333333,  2.6666667,  3.5000000,  4.0000000,  3.0000000,  3.3333333,  4.0000000,  4.1666667,  4.1666667,  4.8333333,  4.3333333,  2.5000000,  1.6666667,  2.3333333,  7.0000000,341.0000000
  1.0000000,  0.6666667,  1.0000000,  2.0000000,  1.6666667,  2.0000000,  2.8333333,  3.6666667,  3.3333333,  1.5000000,  1.3333333,  1.3333333,  0.8333333,  1.1666667,  1.5000000,  1.3333333,  1.1666667,  2.6666667,  3.0000000,  2.1666667,  2.0000000,  1.3333333,  2.0000000,  2.0000000,  2.1666667,  2.3333333,  1.6666667,  1.3333333,  1.5000000,  2.3333333,  2.3333333,  1.8333333,  1.5000000,  2.1666667,  2.1666667,  1.0000000,  1.0000000,  1.3333333,  0.6666667,  0.6666667,  1.0000000,  0.6666667,  2.0000000,  2.3333333,  2.1666667,  3.0000000,  2.0000000,  3.0000000,  5.0000000,  3.6666667,281.0000000
  0.5000000,  1.5000000,  1.6666667,  0.6666667,  0.8333333,  1.5000000,  3.0000000,  2.3333333,  0.5000000,  1.3333333,  1.8333333,  1.1666667,  1.0000000,  1.5000000,  1.8333333,  1.8333333,  1.5000000,  1.5000000,  2.5000000,  2.6666667,  1.6666667,  0.8333333,  2.0000000,  3.3333333,  3.0000000,  1.8333333,  1.3333333,  2.0000000,  2.6666667,  2.8333333,  1.6666667,  0.8333333,  1.1666667,  1.5000000,  1.8333333,  1.3333333,  1.5000000,  1.8333333,  1.3333333,  1.0000000,  1.6666667,  2.6666667,  3.1666667,  3.3333333,  2.6666667,  3.3333333,  3.8333333,  3.1666667,  3.5000000,  4.1666667,289.0000000
  1.6666667,  1.5000000,  1.6666667,  1.8333333,  1.3333333,  1.6666667,  2.0000000,  0.8333333,  1.3333333,  2.1666667,  2.5000000,  2.3333333,  1.6666667,  1.0000000,  1.3333333,  2.0000000,  1.5000000,  2.0000000,  2.1666667,  1.3333333,  1.8333333,  1.6666667,  1.5000000,  2.1666667,  1.6666667,  1.0000000,  0.8333333,  0.8333333,  1.3333333,  1.8333333,  1.3333333,  0.8333333,  1.0000000,  1.3333333,  1.3333333,  1.8333333,  1.8333333,  1.1666667,  0.6666667,  1.0000000,  1.6666667,  2.5000000,  2.6666667,  3.3333333,  3.1666667,  2.6666667,  3.3333333,  3.5000000,  3.8333333,  8.6666667,271.0000000
  1.6666667,  1.3333333,  0.3333333,  0.8333333,  2.5000000,  2.5000000,  1.5000000,  2.3333333,  2.0000000,  0.8333333,  1.8333333,  2.0000000,  1.5000000,  1.8333333,  1.8333333,  2.0000000,  1.6666667,  1.3333333,  3.0000000,  3.3333333,  1.5000000,  1.6666667,  1.8333333,  2.3333333,  2.0000000,  1.6666667,  3.5000000,  3.0000000,  1.5000000,  0.6666667,  0.8333333,  1.3333333,  0.8333333,  1.6666667,  2.0000000,  1.5000000,  1.5000000,  1.6666667,  3.0000000,  3.3333333,  4.1666667,  4.0000000,  3.0000000,  3.1666667,  3.1666667,  3.1666667,  2.8333333,  2.8333333,  4.0000000, 25.5000000,321.0000000
  0.6666667,  1.3333333,  3.5000000,  2.3333333,  0.1666667,  1.0000000,  1.8333333,  1.3333333,  2.1666667,  3.3333333,  2.6666667,  2.3333333,  2.5000000,  1.5000000,  0.6666667,  0.5000000,  1.3333333,  1.6666667,  1.1666667,  1.0000000,  1.0000000,  2.6666667,  2.6666667,  1.5000000,  2.3333333,  1.8333333,  1.1666667,  2.1666667,  2.8333333,  1.6666667,  0.3333333,  0.1666667,  0.5000000,  0.8333333,  1.5000000,  2.0000000,  1.6666667,  0.8333333,  0.1666667,  0.5000000,  2.0000000,  2.1666667,  2.1666667,  2.3333333,  1.3333333,  2.0000000,  2.3333333,  1.5000000,  0.6666667,  4.5000000,236.0000000
  0.5000000,  1.1666667,  2.6666667,  3.3333333,  2.8333333,  1.8333333,  2.0000000,  1.6666667,  1.3333333,  2.5000000,  2.1666667,  1.8333333,  1.5000000,  2.0000000,  2.0000000,  1.1666667,  1.6666667,  1.6666667,  2.3333333,  2.5000000,  1.8333333,  1.6666667,  0.6666667,  1.0000000,  3.5000000,  5.5000000,  4.1666667,  1.5000000,  0.6666667,  1.6666667,  2.0000000,  2.3333333,  1.8333333,  1.5000000,  2.3333333,  3.0000000,  3.8333333,  3.1666667,  1.3333333,  1.8333333,  3.1666667,  2.1666667,  2.0000000,  4.0000000,  4.5000000,  3.1666667,  2.1666667,  2.6666667,  3.3333333, 22.8333333,338.0000000
  2.1666667,  1.6666667,  1.5000000,  1.6666667,  1.5000000,  1.6666667,  1.8333333,  1.6666667,  0.5000000,  0.8333333,  1.6666667,  2.3333333,  2.5000000,  1.6666667,  1.8333333,  2.3333333,  2.1666667,  2.6666667,  2.1666667,  2.1666667,  1.8333333,  0.8333333,  1.1666667,  1.6666667,  2.1666667,  2.3333333,  2.0000000,  1.6666667,  2.0000000,  1.8333333,  2.3333333,  2.1666667,  2.8333333,  3.5000000,  1.3333333,  1.1666667,  2.0000000,  1.3333333,  1.1666667,  1.8333333,  1.6666667,  2.5000000,  3.3333333,  3.5000000,  2.8333333,  2.5000000,  4.5000000,  5.6666667,  5.6666667, 11.0000000,328.0000000
